Module,Quantity,Unit,Sample Value,Search Terms,Premium Catalog ID,Premium Item,Premium Cost,Luxury Catalog ID,Luxury Item,Luxury Cost,Ultra Catalog ID,Ultra Item,Ultra Cost,Selected Premium ID,Selected Luxury ID,Selected Ultra ID
tile,primary_bath_floor_sf,SF,400,"primary, bath, floor",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,,,,ti1_P,ti3_L,
tile,primary_bath_niches_sf,SF,20,"primary, bath, niches",,,,de20_L,Bathrooms,,de24_U,Demo Full Master Bathroom (Small),1200.0,,de20_L,de24_U
tile,primary_bath_schluter_lf,LF,300,"primary, bath, schluter",ti7_P,Tile Metal Schluter,8.0,,,,,,,ti7_P,,
tile,primary_bath_tile_sf,SF,1010,"primary, bath, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,secondary_bath_count,EA,3,"secondary, bath, count",,,,de20_L,Bathrooms,,de28_U,Demo Secondary Bath,800.0,,de20_L,de28_U
tile,secondary_bath_shower_floor_sf,SF,75,"secondary, bath, shower, floor",ti1_P,Tile Float Floor,0.5,ti11_L,Tile Wall/Shower Material,17.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti11_L,ti6_U
tile,secondary_bath_shower_walls_sf,SF,450,"secondary, bath, shower, walls",,,,ti11_L,Tile Wall/Shower Material,17.5,ti6_U,Tile Installation Shower Pan,32.0,,ti11_L,ti6_U
tile,secondary_bath_floor_sf,SF,285,"secondary, bath, floor",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,,,,ti1_P,ti3_L,
tile,secondary_bath_niches_sf,SF,15,"secondary, bath, niches",,,,de20_L,Bathrooms,,de28_U,Demo Secondary Bath,800.0,,de20_L,de28_U
tile,secondary_bath_schluter_lf,LF,240,"secondary, bath, schluter",ti7_P,Tile Metal Schluter,8.0,,,,,,,ti7_P,,
tile,secondary_bath_tile_sf,SF,825,"secondary, bath, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,powder_room_count,EA,2,"powder, room, count",,,,de20_L,Bathrooms,,de27_U,Demo Powder Bath,400.0,,de20_L,de27_U
tile,kitchen_backsplash_tile_sf,SF,220,"kitchen, backsplash, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,butlers_kitchen_tile_sf,SF,40,"butlers, kitchen, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,laundry_room_tile_sf,SF,120,"laundry, room, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,mudroom_tile_sf,SF,100,"mudroom, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,entry_foyer_tile_sf,SF,300,"entry, foyer, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,total_bathroom_tile_sf,SF,1995,"total, bathroom, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,total_kitchen_tile_sf,SF,260,"total, kitchen, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,total_other_tile_sf,SF,520,"total, other, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,total_tile_sf,SF,2775,"total, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,total_schluter_lf,LF,580,"total, schluter",ti7_P,Tile Metal Schluter,8.0,,,,,,,ti7_P,,
tile,simplified_total_tile_sf,SF,3100,"simplified, total, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
tile,simplified_total_schluter_lf,LF,580,"simplified, total, schluter",ti7_P,Tile Metal Schluter,8.0,,,,,,,ti7_P,,
tile,powder_room_floor_sf,,100,"powder, room, floor",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,,,,ti1_P,ti3_L,
tile,powder_room_accent_wall_sf,,60,"powder, room, accent, wall",,,,ti5_L,Tile Installation Walls,25.7,,,,,ti5_L,
tile,powder_room_schluter_lf,,40,"powder, room, schluter",ti7_P,Tile Metal Schluter,8.0,,,,,,,ti7_P,,
tile,powder_room_tile_sf,,160,"powder, room, tile",ti1_P,Tile Float Floor,0.5,ti3_L,Tile Floor Material,10.5,ti6_U,Tile Installation Shower Pan,32.0,ti1_P,ti3_L,ti6_U
windows_doors,window_count,EA,120,"window, count",wd1_P,Window Install,250.0,wd3_L,Window Cost,,,,,wd1_P,wd3_L,
windows_doors,window_area_sf,SF,2160,"window, area",wd1_P,Window Install,250.0,wd3_L,Window Cost,,,,,wd1_P,wd3_L,
windows_doors,window_efficiency,EA,Dynamic Glass/Smart Glass,"window, efficiency",wd1_P,Window Install,250.0,wd3_L,Window Cost,,,,,wd1_P,wd3_L,
windows_doors,window_trim_lf,LF,2036,"window, trim",wd1_P,Window Install,250.0,wd3_L,Window Cost,,,,,wd1_P,wd3_L,
windows_doors,exterior_door_count,EA,8,"exterior, door, count",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
windows_doors,patio_door_sets,EA,6,"patio, door, sets",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
windows_doors,door_hardware_sets,EA,11,"door, hardware, sets",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
windows_doors,exterior_door_type,EA,Custom Wood/Steel,"exterior, door, type",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
windows_doors,garage_door_count,EA,4,"garage, door, count",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
windows_doors,garage_door_openers,EA,4,"garage, door, openers",,,,wd2_L,Slider Door Install,1750.0,wd4_U,Slider Door Cost/Steel Door,10000.0,,wd2_L,wd4_U
roofing,roof_area_sf,SF,18000,"roof, area",ro1_P,Roofing Recoat Flat Roof,1.1,ro3_L,Roofing Tear Off and Replace Flat Roof,5.65,ro2_U,Roofing Repair Flat Roof,2500.0,ro1_P,ro3_L,ro2_U
roofing,underlayment_area_sf,SF,41400,"underlayment, area",,,,,,,,,,,,
roofing,ceiling_insulation_sf,SF,12000,"ceiling, insulation",de33_P,Demo Popcorn Ceiling,2.0,de30_L,Demo Drywall Lid and Insulation,5.0,,,,de33_P,de30_L,
roofing,insulation_r_value,EA,60,"insulation, value",,,,de30_L,Demo Drywall Lid and Insulation,5.0,,,,,de30_L,
roofing,ridge_vent_lf,LF,1260,"ridge, vent",,,,,,,,,,,,
roofing,drip_edge_lf,LF,3600,"drip, edge",co2_P,Countertop Fabrication Mitered Edge,40.0,,,,,,,co2_P,,
roofing,fascia_lf,LF,2400,fascia,,,,,,,,,,,,
roofing,soffit_sf,SF,3600,soffit,,,,de34_L,Demo Soffits,8.5,,,,,de34_L,
roofing,gutters_lf,LF,372,gutters,,,,,,,,,,,,
roofing,downspouts_count,EA,9,"downspouts, count",,,,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,,co3_L,co4_U
roofing,rain_chains,,2,"rain, chains",pl10_P,Plumbing Tie into Existing Drain for New Location (Rough-in),150.0,,,,pl9_U,Plumbing Move Shower/Tub Drain Location (Rough-in),1500.0,pl10_P,,pl9_U
roofing,decorative_scuppers,,4,"decorative, scuppers",,,,,,,,,,,,
landscape_hardscape,lot_size_sf,SF,40000,"lot, size",,,,,,,,,,,,
landscape_hardscape,house_footprint_sf,SF,8000,"house, footprint",st1_P,Stucco Smooth Synthetic Whole House/Addition,6.25,,,,,,,st1_P,,
landscape_hardscape,non_house_area_sf,SF,32000,"non, house, area",st1_P,Stucco Smooth Synthetic Whole House/Addition,6.25,cm6_L,CMU Non-Structural (>10' H),18.88,,,,st1_P,cm6_L,
landscape_hardscape,hardscape_area_sf,SF,11200,"hardscape, area",,,,,,,,,,,,
landscape_hardscape,lawn_area_sf,SF,9600,"lawn, area",,,,,,,,,,,,
landscape_hardscape,planting_bed_area_sf,SF,9600,"planting, bed, area",,,,,,,,,,,,
landscape_hardscape,other_area_sf,SF,1600,"other, area",,,,,,,,,,,,
landscape_hardscape,tree_count,EA,26,"tree, count",,,,la1_L,Tree Demo,,,,,,la1_L,
landscape_hardscape,shrub_count,EA,512,"shrub, count",,,,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,,co3_L,co4_U
landscape_hardscape,patio_area_sf,SF,3920,"patio, area",fr3_P,Framing of Patio,15.0,,,,,,,fr3_P,,
landscape_hardscape,walkway_area_sf,SF,2240,"walkway, area",,,,,,,,,,,,
landscape_hardscape,driveway_area_sf,SF,2240,"driveway, area",,,,,,,,,,,,
landscape_hardscape,irrigation_area_sf,SF,19200,"irrigation, area",,,,la3_L,Irrigation (Lines),,,,,,la3_L,
landscape_hardscape,lawn_sprinklers,EA,64,"lawn, sprinklers",,,,,,,,,,,,
landscape_hardscape,drip_emitters,EA,2400,"drip, emitters",,,,,,,,,,,,
landscape_hardscape,irrigation_valves,EA,16,"irrigation, valves",,,,la4_L,Irrigation (Timer Box),,,,,,la4_L,
landscape_hardscape,fire_pit_count,EA,1,"fire, pit, count",,,,la7_L,Fire Feature,,,,,,la7_L,
landscape_hardscape,ornamental_tree_count,,5,"ornamental, tree, count",,,,la1_L,Tree Demo,,,,,,la1_L,
landscape_hardscape,specialty_shrub_count,,77,"specialty, shrub, count",co1_P,Countertop Fabrication/Installation,65.0,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,co1_P,co3_L,co4_U
landscape_hardscape,perennial_count,,2560,"perennial, count",co1_P,Countertop Fabrication/Installation,65.0,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,co1_P,co3_L,co4_U
landscape_hardscape,outdoor_kitchen_area_sf,,896,"outdoor, kitchen, area",pl24_P,Plumbing Kitchen Faucet (Trim),125.0,pl25_L,Plumbing Kitchen RO (Trim),375.0,de18_U,Demo Full Kitchen (Tract),1200.0,pl24_P,pl25_L,de18_U
landscape_hardscape,pool_deck_area_sf,,1120,"pool, deck, area",po7_P,Pool Water Line Tile,16.0,po2_L,Demo Pool Decking,,po6_U,Pool Coping,20.0,po7_P,po2_L,po6_U
landscape_hardscape,water_feature_count,,2,"water, feature, count",,,,la6_L,Water Feature,,,,,,la6_L,
landscape_hardscape,outdoor_lighting_count,,35,"outdoor, lighting, count",,,,la5_L,Landscape Lighting,,,,,,la5_L,
landscape_hardscape,specialty_hardscape_area_sf,,784,"specialty, hardscape, area",,,,,,,,,,,,
landscape_hardscape,outdoor_structure_count,,1,"outdoor, structure, count",co1_P,Countertop Fabrication/Installation,65.0,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,co1_P,co3_L,co4_U
landscape_hardscape,specialty_landscape_features,,2,"specialty, landscape, features",,,,la5_L,Landscape Lighting,,,,,,la5_L,
cleaning,rough_cleaning_occurrences,EA,112,"rough, cleaning, occurrences",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,rough_cleaning_labor_hours,EA,672,"rough, cleaning, labor, hours",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,construction_waste_cy,CY,30,"construction, waste",,,,pr9_L,Construction Manager,,,,,,pr9_L,
cleaning,construction_dumpsters,EA,2,"construction, dumpsters",,,,pr9_L,Construction Manager,,,,,,pr9_L,
cleaning,final_cleaning_sf,SF,12000,"final, cleaning",cl2_P,Final Clean,0.5,,,,,,,cl2_P,,
cleaning,final_cleaning_labor_hours,EA,480,"final, cleaning, labor, hours",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,window_cleaning_count,EA,96,"window, cleaning, count",,,,cl3_L,Windows,25.0,cl5_U,Duct Cleaning,610.0,,cl3_L,cl5_U
cleaning,window_cleaning_labor_hours,EA,96,"window, cleaning, labor, hours",,,,cl3_L,Windows,25.0,cl5_U,Duct Cleaning,610.0,,cl3_L,cl5_U
cleaning,floor_cleaning_sf,SF,8400,"floor, cleaning",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,power_washing_sf,SF,3600,"power, washing",,,,,,,cl4_U,Power Wash,250.0,,,cl4_U
cleaning,fixture_cleaning_count,,24,"fixture, cleaning, count",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,countertop_sealing_sf,,480,"countertop, sealing",co1_P,Countertop Fabrication/Installation,65.0,co3_L,Countertop Fabrication Kitchen Sink,300.0,co4_U,Countertop Fabrication Farm Sink,500.0,co1_P,co3_L,co4_U
cleaning,cabinet_cleaning_lf,,240,"cabinet, cleaning",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,specialty_surface_sf,,1200,"specialty, surface",,,,,,,,,,,,
cleaning,glass_balustrade_cleaning_sf,,240,"glass, balustrade, cleaning",,,,,,,cl5_U,Duct Cleaning,610.0,,,cl5_U
cleaning,air_scrubber_days,,5,"air, scrubber, days",,,,ti4_L,Tile Upstairs Tile Floor Installation,9.0,ro2_U,Roofing Repair Flat Roof,2500.0,,ti4_L,ro2_U
preparations_preliminaries,construction_fencing_lf,LF,960,"construction, fencing",,,,pr9_L,Construction Manager,,,,,,pr9_L,
preparations_preliminaries,site_clearing_sf,SF,16000,"site, clearing",,,,pr11_L,Construction Site Tech ,900.0,,,,,pr11_L,
preparations_preliminaries,erosion_control_lf,LF,800,"erosion, control",fl16_P,Flooring Cut Out Existing Control Joint Filler,1.0,,,,,,,fl16_P,,
preparations_preliminaries,construction_entrance,EA,1,"construction, entrance",,,,pr9_L,Construction Manager,,,,,,pr9_L,
preparations_preliminaries,tree_protection,EA,4,"tree, protection",,,,la1_L,Tree Demo,,pr4_U,Protection Material,2500.0,,la1_L,pr4_U
preparations_preliminaries,portable_toilets,EA,3,"portable, toilets",pr1_P,Portable Toilet,350.0,,,,,,,pr1_P,,
preparations_preliminaries,portable_toilet_months,EA,42,"portable, toilet, months",,,,de21_L,Demo Toilet(s),75.0,,,,,de21_L,
preparations_preliminaries,dumpster_pulls,EA,84,"dumpster, pulls",pr3_P,Dumpster Additional Pickups,250.0,,,,,,,pr3_P,,
preparations_preliminaries,field_office_sf,SF,400,"field, office",,,,,,,,,,,,
preparations_preliminaries,field_office_months,EA,14,"field, office, months",,,,,,,,,,,,
preparations_preliminaries,temp_electrical_months,EA,14,"temp, electrical, months",el1_P,Electrical Remove and Replace (Outlets),45.0,el4_L,Electrical Remove and Replace (Ceiling Fans),187.5,el14_U,Electrical New 200 Amp Service,6000.0,el1_P,el4_L,el14_U
preparations_preliminaries,temp_water_months,EA,14,"temp, water, months",,,,fl18_L,Flooring Grind and Seal 2 Coats Water Based Acrylic,3.5,pl8_U,Plumbing Convert Water Heater to Tankless (Rough-in),2000.0,,fl18_L,pl8_U
preparations_preliminaries,superintendent_hours,EA,2425,"superintendent, hours",,,,,,,pr7_U,Superintendent,3900.0,,,pr7_U
preparations_preliminaries,project_manager_hours,EA,909,"project, manager, hours",,,,pr6_L,Project Coordinator,,,,,,pr6_L,
preparations_preliminaries,client_meetings,EA,28,"client, meetings",,,,,,,,,,,,
preparations_preliminaries,subcontractor_meetings,EA,56,"subcontractor, meetings",,,,,,,,,,,,
preparations_preliminaries,building_permit,EA,1,"building, permit",,,,,,,,,,,,
preparations_preliminaries,mechanical_permit,EA,1,"mechanical, permit",,,,,,,,,,,,
preparations_preliminaries,electrical_permit,EA,1,"electrical, permit",el1_P,Electrical Remove and Replace (Outlets),45.0,el4_L,Electrical Remove and Replace (Ceiling Fans),187.5,el14_U,Electrical New 200 Amp Service,6000.0,el1_P,el4_L,el14_U
preparations_preliminaries,plumbing_permit,EA,1,"plumbing, permit",pl17_P,Plumbing Shower (Trim),89.0,pl1_L,Plumbing Shower Valve(s) (Rough-in),525.0,pl2_U,Plumbing Shower Valve(s) W/ Diverter (Rough-in),750.0,pl17_P,pl1_L,pl2_U
preparations_preliminaries,foundation_inspections,EA,4,"foundation, inspections",,,,,,,,,,,,
preparations_preliminaries,framing_inspections,EA,4,"framing, inspections",fr3_P,Framing of Patio,15.0,fr2_L,Framing of Garage Space,27.5,fr1_U,Framing of Liveable Space,55.0,fr3_P,fr2_L,fr1_U
preparations_preliminaries,mechanical_inspections,EA,4,"mechanical, inspections",,,,,,,,,,,,
preparations_preliminaries,electrical_inspections,EA,4,"electrical, inspections",el1_P,Electrical Remove and Replace (Outlets),45.0,el4_L,Electrical Remove and Replace (Ceiling Fans),187.5,el14_U,Electrical New 200 Amp Service,6000.0,el1_P,el4_L,el14_U
preparations_preliminaries,plumbing_inspections,EA,4,"plumbing, inspections",pl17_P,Plumbing Shower (Trim),89.0,pl1_L,Plumbing Shower Valve(s) (Rough-in),525.0,pl2_U,Plumbing Shower Valve(s) W/ Diverter (Rough-in),750.0,pl17_P,pl1_L,pl2_U
preparations_preliminaries,final_inspections,EA,2,"final, inspections",cl2_P,Final Clean,0.5,,,,,,,cl2_P,,
preparations_preliminaries,safety_equipment_units,EA,12,"safety, equipment, units",,,,po4_L,Pool Equipment,,cm9_U,"Equipment (Forkilfts, Booms, Etc.)",35000.0,,po4_L,cm9_U
preparations_preliminaries,dust_barriers_sf,SF,1800,"dust, barriers",,,,fs1_L,Industrial Sprinkler Drops,,,,,,fs1_L,
preparations_preliminaries,floor_protection_sf,SF,6000,"floor, protection",fl5_P,Engineered Hardwood Floor Prep (Allowance),1.0,de17_L,Demo Wood with Subfloor,3.5,fl22_U,Flooring Polished Concrete (Medium Aggregate),6.5,fl5_P,de17_L,fl22_U
preparations_preliminaries,window_protection_units,EA,96,"window, protection, units",wd1_P,Window Install,250.0,st2_L,Stucco Smooth Synthetic Patches Around Windows,1430.0,de6_U,Demo Windows,150.0,wd1_P,st2_L,de6_U
preparations_preliminaries,first_aid_kits,EA,5,"first, aid, kits",,,,,,,,,,,,
preparations_preliminaries,construction_signage,,1,"construction, signage",,,,pr9_L,Construction Manager,,,,,,pr9_L,
preparations_preliminaries,temporary_roads_sf,,2000,"temporary, roads",,,,,,,,,,,,
preparations_preliminaries,pool_permit,,1,"pool, permit",po7_P,Pool Water Line Tile,16.0,po2_L,Demo Pool Decking,,po6_U,Pool Coping,20.0,po7_P,po2_L,po6_U
preparations_preliminaries,landscape_permit,,1,"landscape, permit",,,,la5_L,Landscape Lighting,,,,,,la5_L,
